[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a7 0x000000a7 5   6            ascii   ~2#n~
2    0x000000af 0x000000af 5   6            ascii   ~2#i~
3    0x000000b7 0x000000b7 7   8            ascii   ~2#{~-q
4    0x000000bf 0x000000bf 7   8            ascii   ~Rich,q
5    0x000001d8 0x000001d8 5   6            ascii   .text
6    0x000001ff 0x000001ff 7   8            ascii   `.rdata
7    0x00000227 0x00000227 6   7            ascii   @.data
8    0x00000250 0x00000250 5   6            ascii   .rsrc
1209 0x00016246 0x00416e46 6   7    .text   ascii   v\tN+D$
1210 0x00016266 0x00416e66 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
1211 0x000162cb 0x00416ecb 4   5    .text   ascii   t\vVV
1212 0x000162df 0x00416edf 6   7    .text   ascii   _VVVVV
1213 0x0001631f 0x00416f1f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
1214 0x00016328 0x00416f28 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
1215 0x0001633d 0x00416f3d 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1216 0x00016347 0x00416f47 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
1217 0x00016386 0x00416f86 5   6    .text   ascii   Vt\bj\n
1218 0x000164a0 0x004170a0 5   6    .text   ascii   u8SS3
1219 0x000164be 0x004170be 4   5    .text   ascii   =|>B
1220 0x000164e8 0x004170e8 4   5    .text   ascii   t\b@;
1221 0x00016523 0x00417123 5   6    .text   ascii   9] u\b
1222 0x00016538 0x00417138 5   6    .text   ascii   9]$SS
1223 0x0001656c 0x0041716c 4   5    .text   ascii   D?\b=
1224 0x000165ef 0x004171ef 4   5    .text   ascii   t)9]
1225 0x0001662b 0x0041722b 4   5    .text   ascii   D\t\b=
1226 0x0001667f 0x0041727f 6   7    .text   ascii   t"SS9]
1227 0x000166c1 0x004172c1 5   6    .text   ascii   9]\bu\b
1228 0x000166cc 0x004172cc 7   8    .text   ascii   E\b9] u\b
1229 0x00016716 0x00417316 4   6    .text   utf8    tԋ5X blocks=Basic Latin,Cyrillic Supplement
1230 0x00016804 0x00417404 4   5    .text   ascii   t\f9E
1231 0x000168b4 0x004174b4 4   5    .text   ascii   xu\nj
1232 0x000168f8 0x004174f8 5   6    .text   ascii   9] SS
1233 0x00016928 0x00417528 4   5    .text   ascii   D?\b=
1234 0x000169ea 0x004175ea 4   6    .text   utf8    t܉u\f blocks=Basic Latin,Syriac
1235 0x00016bf8 0x004177f8 4   6    .text   utf8    ,^]Ë blocks=Basic Latin,Latin-1 Supplement
1236 0x00016c2d 0x0041782d 4   5    .text   ascii   v\b;5
1237 0x00016c3d 0x0041783d 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
1238 0x00016cbb 0x004178bb 7   8    .text   ascii   v$;540B
1239 0x00016cd6 0x004178d6 8   9    .text   ascii   PPPPPPPP
1240 0x00016d4c 0x0041794c 4   5    .text   ascii   tR:Q
1241 0x00016d58 0x00417958 4   5    .text   ascii   t<:Q
1242 0x00016d64 0x00417964 4   5    .text   ascii   t&:Q
1243 0x00016de6 0x004179e6 8   9    .text   ascii   PPPPPPPP
1244 0x00016e8f 0x00417a8f 6   8    .text   utf8    E܋E\bW3 blocks=Basic Latin,Syriac
1245 0x00016f01 0x00417b01 4   5    .text   ascii   D6\b=
1246 0x00016faf 0x00417baf 5   6    .text   ascii   WWWWV
1247 0x00016fc1 0x00417bc1 4   5    .text   ascii   t<Vj
1248 0x00016fd2 0x00417bd2 7   8    .text   ascii   t+WWVPV
1249 0x00017028 0x00417c28 4   5    .text   ascii   VW9]
1250 0x0001703e 0x00417c3e 5   6    .text   ascii   9]\bu.
1251 0x00017048 0x00417c48 5   6    .text   ascii   SSSSS
1252 0x00017087 0x00417c87 5   6    .text   ascii   SSSSS
1253 0x00017117 0x00417d17 5   6    .text   ascii   95L>B
1254 0x0001711d 0x00417d1d 6   7    .text   ascii   u99u\bu
1255 0x00017129 0x00417d29 5   6    .text   ascii   VVVVV
1256 0x00017142 0x00417d42 7   9    .text   utf8    '9u\ft܁} blocks=Basic Latin,Syriac
1257 0x00017175 0x00417d75 4   5    .text   ascii   9]\bu
1258 0x0001719a 0x00417d9a 4   5    .text   ascii   u\bVW
1259 0x000171a8 0x00417da8 7   8    .text   ascii   t\rSSSSS
1260 0x000171bd 0x00417dbd 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
1261 0x000171e4 0x00417de4 5   6    .text   ascii   SSSSS
1262 0x0001720b 0x00417e0b 5   6    .text   ascii   9^\bu:
1263 0x00017239 0x00417e39 6   7    .text   ascii   9M\fu\vH
1264 0x00017244 0x00417e44 7   8    .text   ascii   9U\ft\r@f
1265 0x00017259 0x00417e59 4   5    .text   ascii   9M\fu
1266 0x000172b3 0x00417eb3 4   6    .text   utf8    áT0B blocks=Latin-1 Supplement,Basic Latin
1267 0x000172cc 0x00417ecc 4   6    .text   utf8    ֡P0B blocks=Hebrew,Basic Latin
1268 0x000172e9 0x00417ee9 4   5    .text   ascii   SVW3
1269 0x00017537 0x00418137 5   6    .text   ascii   _^[u\a
1270 0x00017559 0x00418159 4   5    .text   ascii   E\bV3
1271 0x00017567 0x00418167 5   6    .text   ascii   VVVVV
1272 0x00017580 0x00418180 4   5    .text   ascii   \rH?B
1273 0x000175ec 0x004181ec 4   6    .text   utf8    \n3Ɉ] blocks=Basic Latin,Latin Extended-B
1274 0x000176a0 0x004182a0 5   9    .text   utf8    3\r}૫j blocks=Basic Latin,Gujarati
1275 0x000176bf 0x004182bf 4   5    .text   ascii   5`0B
1276 0x00017751 0x00418351 9   10   .text   ascii   19u\br"9U\b
1277 0x00017789 0x00418389 4   6    .text   utf8    yщM\b blocks=Basic Latin,Cyrillic
1278 0x000177bc 0x004183bc 5   6    .text   ascii   +\r`0B
1279 0x000177c4 0x004183c4 6   10   .text   utf8    }\r3\r}૫ blocks=Basic Latin,Gujarati
1280 0x000177df 0x004183df 5   10   .text   utf8    uԋȍ}ख़ blocks=Basic Latin,Cyrillic Supplement,Latin Extended-B,Devanagari
1281 0x00017870 0x00418470 4   5    .text   ascii   5`0B
1282 0x0001792e 0x0041852e 4   6    .text   utf8    HyދM blocks=Basic Latin,Thaana
1283 0x00017952 0x00418552 4   5    .text   ascii   \rd0B
1284 0x000179f1 0x004185f1 4   5    .text   ascii   \rd0B
1285 0x000179fc 0x004185fc 4   8    .text   utf8    3\r}૫ blocks=Basic Latin,Gujarati
1286 0x00017a99 0x00418699 4   5    .text   ascii   \rl0B
1287 0x00017aff 0x004186ff 4   5    .text   ascii   M\b\v}
1288 0x00017b47 0x00418747 6   7    .text   ascii   Y+\rd0B
1289 0x00017b5d 0x0041875d 6   8    .text   utf8    \vً\rh0B blocks=Basic Latin,Arabic
1290 0x00017be4 0x004187e4 5   9    .text   utf8    3\r}૫j blocks=Basic Latin,Gujarati
1291 0x00017c03 0x00418803 4   5    .text   ascii   5x0B
1292 0x00017c95 0x00418895 9   10   .text   ascii   19u\br"9U\b
1293 0x00017ccd 0x004188cd 4   6    .text   utf8    yщM\b blocks=Basic Latin,Cyrillic
1294 0x00017d00 0x00418900 5   6    .text   ascii   +\rx0B
1295 0x00017d08 0x00418908 6   10   .text   utf8    }\r3\r}૫ blocks=Basic Latin,Gujarati
1296 0x00017d23 0x00418923 5   10   .text   utf8    uԋȍ}ख़ blocks=Basic Latin,Cyrillic Supplement,Latin Extended-B,Devanagari
1297 0x00017db4 0x004189b4 4   5    .text   ascii   5x0B
1298 0x00017e72 0x00418a72 4   6    .text   utf8    HyދM blocks=Basic Latin,Thaana
1299 0x00017e96 0x00418a96 4   5    .text   ascii   \r|0B
1300 0x00017f35 0x00418b35 4   5    .text   ascii   \r|0B
1301 0x00017f40 0x00418b40 4   8    .text   utf8    3\r}૫ blocks=Basic Latin,Gujarati
1302 0x00018043 0x00418c43 4   5    .text   ascii   M\b\v}
1303 0x0001808b 0x00418c8b 6   7    .text   ascii   Y+\r|0B
1304 0x000180df 0x00418cdf 4   5    .text   ascii   E\bS3
1305 0x000180eb 0x00418ceb 4   5    .text   ascii   E\fF3
1306 0x00018112 0x00418d12 4   5    .text   ascii   9]$u
1307 0x0001811c 0x00418d1c 5   6    .text   ascii   SSSSS
1308 0x0001813e 0x00418d3e 11  12   .text   ascii   < t\f<\tt\b<\nt
1309 0x00018194 0x00418d94 4   5    .text   ascii   HHt\r
1310 0x000181dc 0x00418ddc 9   10   .text   ascii   <+t(<-t$:
1311 0x00018255 0x00418e55 4   6    .text   utf8    *È\aG blocks=Basic Latin,Latin-1 Supplement
1312 0x000182af 0x00418eaf 4   6    .text   utf8    *È\aG blocks=Basic Latin,Latin-1 Supplement
1313 0x000182e1 0x00418ee1 5   6    .text   ascii   \bw\aj\t
1314 0x000182f0 0x00418ef0 6   7    .text   ascii   +t HHt
1315 0x00018326 0x00418f26 5   6    .text   ascii   ,1<\bv
1316 0x00018389 0x00418f89 5   6    .text   ascii   Yj\nYJ
1317 0x000184a7 0x004190a7 5   7    .text   utf8    K\n3\tE
1318 0x000184af 0x004190af 7   12   .text   utf8    EԉE؉E܋E blocks=Basic Latin,Cyrillic Supplement,Arabic,Syriac
1319 0x00018503 0x00419103 7   10   .text   utf8    w\r3\tEȉE blocks=Basic Latin,Latin Extended-B
1320 0x00018551 0x00419151 5   8    .text   utf8    ủuȉu blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
1321 0x0001863a 0x0041923a 5   8    .text   utf8    E܋}؋M blocks=Basic Latin,Syriac,Arabic
1322 0x00018732 0x00419332 5   8    .text   utf8    MċuƋU blocks=Basic Latin,Latin Extended-A,Latin Extended-B
1323 0x000188a4 0x004194a4 4   5    .text   ascii   @u\ah
1324 0x000188e5 0x004194e5 7   8    .text   ascii   t\rVVVVV
1325 0x00018911 0x00419511 7   8    .text   ascii   t\rVVVVV
1326 0x000189b7 0x004195b7 4   5    .text   ascii   f9\br
1327 0x000189cf 0x004195cf 5   7    .text   utf8    P\n3ɉM blocks=Basic Latin,Latin Extended-B
1328 0x00018a70 0x00419670 4   5    .text   ascii   u\t9p
1329 0x00018c89 0x00419889 5   7    .text   utf8    wK3\tE
1330 0x00018d0c 0x0041990c 4   5    .text   ascii   u\t9E
1331 0x0001902c 0x00419c2c 4   6    .text   utf8    \vʍ4? blocks=Basic Latin,IPA Extensions
1332 0x00019063 0x00419c63 4   5    .text   ascii   K<5}
1333 0x0001906e 0x00419c6e 4   5    .text   ascii   ;9u\t
1334 0x00019074 0x00419c74 4   5    .text   ascii   0K;]
1335 0x000190aa 0x00419caa 4   6    .text   utf8    À;0u blocks=Latin-1 Supplement,Basic Latin
1336 0x000192ca 0x00419eca 5   7    .text   utf8    \vIE\f;
1337 0x0001950d 0x0041a10d 6   7    .text   ascii   3M\f\vE\f
1338 0x00019551 0x0041a151 5   6    .text   ascii   WWWWW
1339 0x00019611 0x0041a211 9   10   .text   ascii   \a<xt\r<Xt\t
1340 0x00019637 0x0041a237 4   5    .text   ascii   \a<xt
1341 0x000196e6 0x0041a2e6 4   5    .text   ascii   u+9u
1342 0x0001976b 0x0041a36b 6   7    .text   ascii   u\ah /B
1343 0x000197a1 0x0041a3a1 4   5    .text   ascii   \at'\n
1344 0x00019800 0x0041a400 6   8    .text   utf8    3\nD$\bS
1345 0x00019835 0x0041a435 4   6    .text   utf8    V\v؋\n blocks=Basic Latin,Arabic
1346 0x00019874 0x0041a474 4   5    .text   ascii   ^_[3
1347 0x000198ac 0x0041a4ac 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
1348 0x000198b3 0x0041a4b3 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
1349 0x000198ba 0x0041a4ba 4   6    .text   utf8    ^_[Ë blocks=Basic Latin,Latin-1 Supplement
1350 0x000198e5 0x0041a4e5 5   6    .text   ascii   p\b9u\f
1351 0x00019907 0x0041a507 5   7    .text   utf8    \e\vыH\b blocks=Basic Latin,Cyrillic
1352 0x0001994e 0x0041a54e 5   7    .text   utf8    3ۉ89] blocks=Basic Latin,Arabic
1353 0x000199b4 0x0041a5b4 5   7    .text   utf8    U\b\vމ\b blocks=Basic Latin,Thaana
1354 0x00019a36 0x0041a636 5   7    .text   utf8    9p\btջ blocks=Basic Latin,Armenian
1355 0x00019a41 0x0041a641 4   5    .text   ascii   X\bu0
1356 0x00019aa3 0x0041a6a3 6   7    .text   ascii   E\b@tH9
1357 0x00019ddc 0x0041b1dc 6   7    .rdata  ascii   Delete
1358 0x00019de4 0x0041b1e4 8   9    .rdata  ascii   NoRemove
1359 0x00019df0 0x0041b1f0 11  12   .rdata  ascii   ForceRemove
1360 0x00019e00 0x0041b200 4   20   .rdata  utf32le BDMS
1361 0x00019e74 0x0041b274 4   5    .rdata  ascii   )+c6
1362 0x00019e9e 0x0041b29e 5   6    .rdata  ascii   \n>0x1
1363 0x00019ea4 0x0041b2a4 5   6    .rdata  ascii   1.2.3
1364 0x00019eb5 0x0041b2b5 5   6    .rdata  ascii   0\aw,a
1365 0x00019f14 0x0041b314 4   6    .rdata  utf8    (kdz
1366 0x00019f31 0x0041b331 4   5    .rdata  ascii    n;^
1367 0x00019f83 0x0041b383 4   6    .rdata  utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
1368 0x00019fe4 0x0041b3e4 4   5    .rdata  ascii   -=m\b
1369 0x00019ff1 0x0041b3f1 6   7    .rdata  ascii   Qkkbal
1370 0x0001a029 0x0041b429 4   6    .rdata  utf8    |ӌeL blocks=Basic Latin,Cyrillic
1371 0x0001a067 0x0041b467 4   5    .rdata  ascii   3_L\n
1372 0x0001a0bd 0x0041b4bd 4   6    .rdata  utf8    ұt9G blocks=Cyrillic,Basic Latin
1373 0x0001a0d8 0x0041b4d8 4   5    .rdata  ascii   >jm\r
1374 0x0001a0dd 0x0041b4dd 4   5    .rdata  ascii   Zjz\v
1375 0x0001a0ff 0x0041b4ff 4   5    .rdata  ascii   i]Wb
1376 0x0001a10e 0x0041b50e 4   5    .rdata  ascii   knv\e
1377 0x0001a115 0x0041b515 4   6    .rdata  utf8    +ӉZz blocks=Basic Latin,Cyrillic
1378 0x0001a1b6 0x0041b5b6 5   8    .rdata  utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
1379 0x0001a23f 0x0041b63f 4   5    .rdata  ascii   9a&g
1380 0x0001a248 0x0041b648 4   5    .rdata  ascii   MGiI
1381 0x0001a24d 0x0041b64d 6   8    .rdata  utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
1382 0x0001a28f 0x0041b68f 4   5    .rdata  ascii   #.zf
1383 0x0001a29d 0x0041b69d 4   5    .rdata  ascii   +o*7
1384 0x0001a2ca 0x0041b6ca 6   8    .rdata  utf8    ZVǖAO\b blocks=Basic Latin,Latin Extended-B
1385 0x0001a365 0x0041b765 9   10   .rdata  ascii   Z* ,\t\a\vm8
1386 0x0001a371 0x0041b771 5   7    .rdata  utf8    6F߲\a] blocks=Basic Latin,NKo
1387 0x0001a398 0x0041b798 4   6    .rdata  utf8    yީ%8 blocks=Basic Latin,Thaana
1388 0x0001a3d0 0x0041b7d0 4   6    .rdata  utf8    \rŠ8L blocks=Basic Latin,Latin Extended-A
1389 0x0001a448 0x0041b848 4   6    .rdata  utf8    !̧3` blocks=Basic Latin,Combining Diacritical Marks
1390 0x0001a475 0x0041b875 6   7    .rdata  ascii   H$6t\e\t
1391 0x0001a4d9 0x0041b8d9 5   7    .rdata  utf8    pl@Aw
1392 0x0001a504 0x0041b904 4   5    .rdata  ascii   _~6\f
1393 0x0001a541 0x0041b941 5   7    .rdata  utf8    ykʬHp blocks=Basic Latin,IPA Extensions
1394 0x0001a596 0x0041b996 5   6    .rdata  ascii   \a52F*
1395 0x0001a59c 0x0041b99c 4   5    .rdata  ascii   sw1\a
1396 0x0001a645 0x0041ba45 10  11   .rdata  ascii   \a\t#jT$\b+e?
1397 0x0001a6eb 0x0041baeb 6   7    .rdata  ascii   \n=G\\vp
1398 0x0001a752 0x0041bb52 4   5    .rdata  ascii   ^6o}
1399 0x0001a77d 0x0041bb7d 9   10   .rdata  ascii   [-&LMb#{'
1400 0x0001a79b 0x0041bb9b 5   6    .rdata  ascii   )q\n>(
1401 0x0001a7c3 0x0041bbc3 6   7    .rdata  ascii   w+OQvr
1402 0x0001a7cf 0x0041bbcf 5   7    .rdata  utf8    ux܉~O blocks=Basic Latin,Syriac
1403 0x0001a7d9 0x0041bbd9 5   6    .rdata  ascii   \b\r}!b
1404 0x0001a809 0x0041bc09 5   6    .rdata  ascii   R1h58
1405 0x0001a83a 0x0041bc3a 4   5    .rdata  ascii   SKyu
1406 0x0001a87a 0x0041bc7a 5   7    .rdata  utf8    uW\tַV blocks=Basic Latin,Hebrew
1407 0x0001a8a6 0x0041bca6 8   9    .rdata  ascii   )\ZEo^m/
1408 0x0001aad3 0x0041bed3 5   7    .rdata  utf8    ŊO\b}d blocks=Latin Extended-A,Basic Latin
1409 0x0001ab07 0x0041bf07 7   8    .rdata  ascii   gC\bru&o
1410 0x0001ab2d 0x0041bf2d 4   5    .rdata  ascii   Gz\b>
1411 0x0001ab40 0x0041bf40 6   7    .rdata  ascii   i8P/\f_
1412 0x0001ab5c 0x0041bf5c 4   5    .rdata  ascii   ?(3w
1413 0x0001ab65 0x0041bf65 4   5    .rdata  ascii   wXR\r
1414 0x0001ab77 0x0041bf77 7   8    .rdata  ascii   H*0"ZOW
1415 0x0001ab8f 0x0041bf8f 5   7    .rdata  utf8    mNП5+ blocks=Basic Latin,Cyrillic
1416 0x0001abeb 0x0041bfeb 5   7    .rdata  utf8    {kHwâ blocks=Basic Latin,Latin-1 Supplement
1417 0x0001ac3f 0x0041c03f 4   5    .rdata  ascii   )T`D
1418 0x0001aca3 0x0041c0a3 4   5    .rdata  ascii   !AxU
1419 0x0001acac 0x0041c0ac 4   6    .rdata  utf8    ʰ\3; blocks=Spacing Modifier Letters,Basic Latin
1420 0x0001acc0 0x0041c0c0 6   7    .rdata  ascii   l!;b\tF
1421 0x0001acdc 0x0041c0dc 4   5    .rdata  ascii   :1X:
1422 0x0001ace8 0x0041c0e8 4   6    .rdata  utf8    \bF\rm
1423 0x0001ad1b 0x0041c11b 4   6    .rdata  utf8    ҥfAj blocks=Cyrillic,Basic Latin
1424 0x0001ad24 0x0041c124 4   5    .rdata  ascii   y9*O
1425 0x0001ad32 0x0041c132 4   5    .rdata  ascii   kM`~
1426 0x0001ad55 0x0041c155 4   5    .rdata  ascii   Vc0a
1427 0x0001adbf 0x0041c1bf 4   5    .rdata  ascii   dQy/
1428 0x0001adc7 0x0041c1c7 4   6    .rdata  utf8    Aڱ&S blocks=Basic Latin,Arabic
1429 0x0001ae23 0x0041c223 4   6    .rdata  utf8    lDa>
1430 0x0001ae2c 0x0041c22c 5   7    .rdata  utf8    ϩ7~8A blocks=Greek and Coptic,Basic Latin
1431 0x0001ae85 0x0041c285 4   7    .rdata  utf8    渱{I\r blocks=CJK Unified Ideographs,Basic Latin
1432 0x0001ae93 0x0041c293 4   5    .rdata  ascii   C-Yn
1433 0x0001aed1 0x0041c2d1 4   7    .rdata  utf8    ۈ2yܸ blocks=Arabic,Basic Latin,Syriac
1434 0x0001af3d 0x0041c33d 4   5    .rdata  ascii   gqr<
1435 0x0001af9f 0x0041c39f 4   5    .rdata  ascii   $/o|
1436 0x0001afad 0x0041c3ad 4   5    .rdata  ascii   f-=v
1437 0x0001afcf 0x0041c3cf 4   6    .rdata  utf8    3x\aɢ blocks=Basic Latin,IPA Extensions
1438 0x0001afe4 0x0041c3e4 4   5    .rdata  ascii   \bm=-
1439 0x0001b040 0x0041c440 6   10   .rdata  utf8    JߥA=ؕפ blocks=Basic Latin,NKo,Arabic,Hebrew
1440 0x0001b0aa 0x0041c4aa 4   6    .rdata  utf8    \;:l
1441 0x0001b0d8 0x0041c4d8 7   8    .rdata  ascii   \rmj>zjZ
1442 0x0001b109 0x0041c509 5   6    .rdata  ascii   l6qnk
1443 0x0001b151 0x0041c551 7   9    .rdata  utf8    \r+گ\n\eL6 blocks=Basic Latin,Arabic
1444 0x0001b178 0x0041c578 5   7    .rdata  utf8    %oҠRh blocks=Basic Latin,Cyrillic
1445 0x0001b18e 0x0041c58e 4   6    .rdata  utf8    &/ź; blocks=Basic Latin,Latin Extended-A
1446 0x0001b1c6 0x0041c5c6 5   6    .rdata  ascii   6?r\ag
1447 0x0001b23f 0x0041c63f 4   6    .rdata  utf8    §g&a blocks=Latin-1 Supplement,Basic Latin
1448 0x0001b248 0x0041c648 8   10   .rdata  utf8    IiGM>nwۮ blocks=Basic Latin,Arabic
1449 0x0001b2b5 0x0041c6b5 6   7    .rdata  ascii   \e1A26b
1450 0x0001b34d 0x0041c74d 4   6    .rdata  utf8    Ųe]] blocks=Latin Extended-A,Basic Latin
1451 0x0001b35f 0x0041c75f 4   5    .rdata  ascii   i91k
1452 0x0001b368 0x0041c768 4   5    .rdata  ascii   \v\a\t,
1453 0x0001b46d 0x0041c86d 6   7    .rdata  ascii   ewh/?y
1454 0x0001b47e 0x0041c87e 4   5    .rdata  ascii   *5KS
1455 0x0001b504 0x0041c904 7   8    .rdata  ascii   \f6~_'\e-
1456 0x0001b54d 0x0041c94d 4   5    .rdata  ascii   F*.f
1457 0x0001b599 0x0041c999 9   10   .rdata  ascii   *F2\a1wsHp
1458 0x0001b5d5 0x0041c9d5 4   5    .rdata  ascii   8l\a1
1459 0x0001b634 0x0041ca34 5   7    .rdata  utf8    Ge­lH blocks=Basic Latin,Latin-1 Supplement
1460 0x0001b648 0x0041ca48 4   5    .rdata  ascii   \b$Tj
1461 0x0001b6e3 0x0041cae3 5   7    .rdata  utf8    d\bؓS\n blocks=Basic Latin,Arabic
1462 0x0001b6ea 0x0041caea 6   7    .rdata  ascii   -\n\v\G=
1463 0x0001b6ff 0x0041caff 4   5    .rdata  ascii   )\e/\v
1464 0x0001b72f 0x0041cb2f 4   5    .rdata  ascii   M8MF
1465 0x0001b74e 0x0041cb4e 4   5    .rdata  ascii   Pe6^
1466 0x0001b780 0x0041cb80 5   6    .rdata  ascii   #bML"
1467 0x0001b79a 0x0041cb9a 8   9    .rdata  ascii   `F(>\nq-q
1468 0x0001b7c4 0x0041cbc4 5   6    .rdata  ascii   vQO+t
1469 0x0001b7cb 0x0041cbcb 5   7    .rdata  utf8    ru՛E~ blocks=Basic Latin,Armenian
1470 0x0001b7d7 0x0041cbd7 4   5    .rdata  ascii   O}\r\b
1471 0x0001b807 0x0041cc07 4   5    .rdata  ascii   [h1R
1472 0x0001b866 0x0041cc66 4   5    .rdata  ascii   XsBI
1473 0x0001b872 0x0041cc72 4   5    .rdata  ascii   hPU3
1474 0x0001b8a8 0x0041cca8 5   6    .rdata  ascii   ^oEZ_
1475 0x0001b931 0x0041cd31 6   8    .rdata  utf8    x]`غ7W blocks=Basic Latin,Arabic
1476 0x0001b9a1 0x0041cda1 6   8    .rdata  utf8    D\at͆mC blocks=Basic Latin,Combining Diacritical Marks
1477 0x0001ba62 0x0041ce62 4   6    .rdata  utf8    )ġ:C blocks=Basic Latin,Latin Extended-A
1478 0x0001baa6 0x0041cea6 4   8    .rdata  utf8    ÿZ^ھ blocks=Latin-1 Supplement,Basic Latin,Arabic
1479 0x0001bac7 0x0041cec7 5   7    .rdata  utf8    2%k_ܝ blocks=Basic Latin,Syriac
1480 0x0001baea 0x0041ceea 4   5    .rdata  ascii   w3Xc
1481 0x0001bb08 0x0041cf08 4   5    .rdata  ascii   ur\bC
1482 0x0001bb2c 0x0041cf2c 5   7    .rdata  utf8    \bzGɠ2 blocks=Basic Latin,IPA Extensions
1483 0x0001bb37 0x0041cf37 4   5    .rdata  ascii   [\n;g
1484 0x0001bb40 0x0041cf40 4   5    .rdata  ascii   /P8i
1485 0x0001bb58 0x0041cf58 7   9    .rdata  utf8    ϏOZw3(? blocks=Greek and Coptic,Basic Latin
1486 0x0001bb78 0x0041cf78 4   5    .rdata  ascii   Z"0*
1487 0x0001bc09 0x0041d009 4   5    .rdata  ascii   fP~V
1488 0x0001bc41 0x0041d041 4   5    .rdata  ascii   D`T\f
1489 0x0001bcb7 0x0041d0b7 4   5    .rdata  ascii   ^GP~
1490 0x0001bcc0 0x0041d0c0 7   9    .rdata  utf8    b;!lڇF\t blocks=Basic Latin,Arabic
1491 0x0001bcda 0x0041d0da 6   7    .rdata  ascii   V_:X1:
1492 0x0001bcfe 0x0041d0fe 5   6    .rdata  ascii   NJ2"v
1493 0x0001bd24 0x0041d124 5   6    .rdata  ascii   O*9y]
1494 0x0001bd92 0x0041d192 4   5    .rdata  ascii   fu`z
1495 0x0001bdc1 0x0041d1c1 4   5    .rdata  ascii   /yQA
1496 0x0001bddd 0x0041d1dd 4   5    .rdata  ascii   Li\a<
1497 0x0001be25 0x0041d225 7   10   .rdata  utf8    >aDƋΪ~7 blocks=Basic Latin,Latin Extended-B,Greek and Coptic
1498 0x0001be36 0x0041d236 4   5    .rdata  ascii   &]|v
1499 0x0001be86 0x0041d286 5   8    .rdata  utf8    散\rI{\e blocks=CJK Unified Ideographs,Basic Latin
1500 0x0001bf28 0x0041d328 5   6    .rdata  ascii   1.2.3
1501 0x0001d098 0x0041e498 6   14   .rdata  utf16le \a\b\t\n\v\r
1502 0x0001d0b0 0x0041e4b0 8   18   .rdata  utf16le #+3;CScs
1503 0x0001d124 0x0041e524 4   10   .rdata  utf16le !1Aa
1504 0x0001d258 0x0041e658 14  60   .rdata  utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
1505 0x0001d6e2 0x0041eae2 7   16   .rdata  utf16le \a@\a \a`\a
1506 0x0001d6f2 0x0041eaf2 15  32   .rdata  utf16le \aP\a0\ap\a\b\aH\a(\ah\a
1507 0x0001d712 0x0041eb12 7   16   .rdata  utf16le \aX\a8\ax\a
1508 0x0001d722 0x0041eb22 7   16   .rdata  utf16le \aD\a$\ad\a
1509 0x0001d732 0x0041eb32 7   16   .rdata  utf16le \aT\a4\at\a
1510 0x0001d7e4 0x0041ebe4 116 117  .rdata  ascii   \a\a\a\a\b\b\b\b\b\b\b\b\t\t\t\t\t\t\t\t\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
1511 0x0001d938 0x0041ed38 32  33   .rdata  ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
1512 0x0001d9df 0x0041eddf 17  18   .rdata  ascii   \a\b\b\t\t\n\n\v\v\f\f\f\f\r\r\r\r
1513 0x0001dab8 0x0041eeb8 31  32   .rdata  ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
1514 0x0001daf4 0x0041eef4 4   20   .rdata  utf32le \a\b\n\f
1515 0x0001db18 0x0041ef18 8   36   .rdata  utf32le  (08@P`p
1516 0x0001db78 0x0041ef78 4   20   .rdata  utf32le  0@`
1517 0x0001dbf4 0x0041eff4 14  15   .rdata  ascii   bad allocation
